Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
-----------------------------------------------
                0.00    0.00      10/10          int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [75]
[74]     0.0    0.00    0.00      10         int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [74]
                0.00    0.00      10/10          int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [63]
-----------------------------------------------
                0.00    0.00      10/10          int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [82]
[75]     0.0    0.00    0.00      10         int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [75]
                0.00    0.00      30/30          int* std::__niter_base<int*>(int*) [14]
                0.00    0.00      10/10          int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [74]
-----------------------------------------------
                0.00    0.00      10/10          Task* std::__uninitialized_copy_a<std::move_iterator<Task*>, Task*, Task>(std::move_iterator<Task*>, std::move_iterator<Task*>, Task*, std::allocator<Task>&) [78]
[76]     0.0    0.00    0.00      10         Task* std::uninitialized_copy<std::move_iterator<Task*>, Task*>(std::move_iterator<Task*>, std::move_iterator<Task*>, Task*) [76]
                0.00    0.00      10/10          Task* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Task*>, Task*>(std::move_iterator<Task*>, std::move_iterator<Task*>, Task*) [69]
-----------------------------------------------
                0.00    0.00      10/10          int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [79]
[77]     0.0    0.00    0.00      10         int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [77]
                0.00    0.00      10/10          int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [70]
-----------------------------------------------
                0.00    0.00      10/10          Task* std::__uninitialized_move_if_noexcept_a<Task*, Task*, std::allocator<Task> >(Task*, Task*, Task*, std::allocator<Task>&) [80]
[78]     0.0    0.00    0.00      10         Task* std::__uninitialized_copy_a<std::move_iterator<Task*>, Task*, Task>(std::move_iterator<Task*>, std::move_iterator<Task*>, Task*, std::allocator<Task>&) [78]
                0.00    0.00      10/10          Task* std::uninitialized_copy<std::move_iterator<Task*>, Task*>(std::move_iterator<Task*>, std::move_iterator<Task*>, Task*) [76]
-----------------------------------------------
                0.00    0.00      10/10          int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [81]
[79]     0.0    0.00    0.00      10         int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [79]
                0.00    0.00      10/10          int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [77]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<Task, std::allocator<Task> >::_M_realloc_insert<Task>(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >, Task&&) [126]
[80]     0.0    0.00    0.00      10         Task* std::__uninitialized_move_if_noexcept_a<Task*, Task*, std::allocator<Task> >(Task*, Task*, Task*, std::allocator<Task>&) [80]
                0.00    0.00      20/20          std::move_iterator<Task*> std::__make_move_if_noexcept_iterator<Task, std::move_iterator<Task*> >(Task*) [31]
                0.00    0.00      10/10          Task* std::__uninitialized_copy_a<std::move_iterator<Task*>, Task*, Task>(std::move_iterator<Task*>, std::move_iterator<Task*>, Task*, std::allocator<Task>&) [78]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
[81]     0.0    0.00    0.00      10         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [81]
                0.00    0.00      20/20          std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [32]
                0.00    0.00      10/10          int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [79]
-----------------------------------------------
                0.00    0.00      10/10          int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [70]
[82]     0.0    0.00    0.00      10         int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [82]
                0.00    0.00      20/20          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [29]
                0.00    0.00      10/10          int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [75]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Task, std::allocator<Task> >::push_back(Task&&) [72]
[83]     0.0    0.00    0.00      10         std::remove_reference<Task&>::type&& std::move<Task&>(Task&) [83]
-----------------------------------------------
                0.00    0.00       9/9           _fu0___ZSt4cout [297]
[84]     0.0    0.00    0.00       9         std::vector<Task, std::allocator<Task> >::operator[](unsigned int) [84]
-----------------------------------------------
                0.00    0.00       9/9           _fu0___ZSt4cout [297]
[85]     0.0    0.00    0.00       9         std::vector<int, std::allocator<int> >::operator[](unsigned int) [85]
-----------------------------------------------
                0.00    0.00       4/8           std::vector<ClubMember, std::allocator<ClubMember> >::end() [144]
                0.00    0.00       4/8           std::vector<ClubMember, std::allocator<ClubMember> >::begin() [145]
[86]     0.0    0.00    0.00       8         __gnu_cxx::__normal_iterator<ClubMember*, std::vector<ClubMember, std::allocator<ClubMember> > >::__normal_iterator(ClubMember* const&) [86]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<ClubMember, std::allocator<ClubMember> >::max_size() const [88]
[87]     0.0    0.00    0.00       8         std::_Vector_base<ClubMember, std::allocator<ClubMember> >::_M_get_Tp_allocator() const [87]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<ClubMember, std::allocator<ClubMember> >::_M_check_len(unsigned int, char const*) const [139]
[88]     0.0    0.00    0.00       8         std::vector<ClubMember, std::allocator<ClubMember> >::max_size() const [88]
                0.00    0.00       8/8           std::_Vector_base<ClubMember, std::allocator<ClubMember> >::_M_get_Tp_allocator() const [87]
                0.00    0.00       8/8           std::allocator_traits<std::allocator<ClubMember> >::max_size(std::allocator<ClubMember> const&) [89]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<ClubMember, std::allocator<ClubMember> >::max_size() const [88]
[89]     0.0    0.00    0.00       8         std::allocator_traits<std::allocator<ClubMember> >::max_size(std::allocator<ClubMember> const&) [89]
                0.00    0.00       8/12          __gnu_cxx::new_allocator<ClubMember>::max_size() const [51]
-----------------------------------------------
                0.00    0.00       8/8           ClubMember* std::uninitialized_copy<std::move_iterator<ClubMember*>, ClubMember*>(std::move_iterator<ClubMember*>, std::move_iterator<ClubMember*>, ClubMember*) [91]
[90]     0.0    0.00    0.00       8         ClubMember* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<ClubMember*>, ClubMember*>(std::move_iterator<ClubMember*>, std::move_iterator<ClubMember*>, ClubMember*) [90]
                0.00    0.00      15/15          bool std::operator!=<ClubMember*>(std::move_iterator<ClubMember*> const&, std::move_iterator<ClubMember*> const&) [47]
                0.00    0.00       7/7           std::move_iterator<ClubMember*>::operator*() const [94]
                0.00    0.00       7/19          ClubMember* std::__addressof<ClubMember>(ClubMember&) [33]
                0.00    0.00       7/7           void std::_Construct<ClubMember, ClubMember>(ClubMember*, ClubMember&&) [96]
                0.00    0.00       7/7           std::move_iterator<ClubMember*>::operator++() [95]
-----------------------------------------------
                0.00    0.00       8/8           ClubMember* std::__uninitialized_copy_a<std::move_iterator<ClubMember*>, ClubMember*, ClubMember>(std::move_iterator<ClubMember*>, std::move_iterator<ClubMember*>, ClubMember*, std::allocator<ClubMember>&) [92]
[91]     0.0    0.00    0.00       8         ClubMember* std::uninitialized_copy<std::move_iterator<ClubMember*>, ClubMember*>(std::move_iterator<ClubMember*>, std::move_iterator<ClubMember*>, ClubMember*) [91]
                0.00    0.00       8/8           ClubMember* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<ClubMember*>, ClubMember*>(std::move_iterator<ClubMember*>, std::move_iterator<ClubMember*>, ClubMember*) [90]
-----------------------------------------------
                0.00    0.00       8/8           ClubMember* std::__uninitialized_move_if_noexcept_a<ClubMember*, ClubMember*, std::allocator<ClubMember> >(ClubMember*, ClubMember*, ClubMember*, std::allocator<ClubMember>&) [93]
[92]     0.0    0.00    0.00       8         ClubMember* std::__uninitialized_copy_a<std::move_iterator<ClubMember*>, ClubMember*, ClubMember>(std::move_iterator<ClubMember*>, std::move_iterator<ClubMember*>, ClubMember*, std::allocator<ClubMember>&) [92]
                0.00    0.00       8/8           ClubMember* std::uninitialized_copy<std::move_iterator<ClubMember*>, ClubMember*>(std::move_iterator<ClubMember*>, std::move_iterator<ClubMember*>, ClubMember*) [91]
-----------------------------------------------
                0.00    0.00       8/8           void std::vector<ClubMember, std::allocator<ClubMember> >::_M_realloc_insert<ClubMember>(__gnu_cxx::__normal_iterator<ClubMember*, std::vector<ClubMember, std::allocator<ClubMember> > >, ClubMember&&) [143]
[93]     0.0    0.00    0.00       8         ClubMember* std::__uninitialized_move_if_noexcept_a<ClubMember*, ClubMember*, std::allocator<ClubMember> >(ClubMember*, ClubMember*, ClubMember*, std::allocator<ClubMember>&) [93]
                0.00    0.00      16/16          std::move_iterator<ClubMember*> std::__make_move_if_noexcept_iterator<ClubMember, std::move_iterator<ClubMember*> >(ClubMember*) [40]
                0.00    0.00       8/8           ClubMember* std::__uninitialized_copy_a<std::move_iterator<ClubMember*>, ClubMember*, ClubMember>(std::move_iterator<ClubMember*>, std::move_iterator<ClubMember*>, ClubMember*, std::allocator<ClubMember>&) [92]
-----------------------------------------------
                0.00    0.00       7/7           ClubMember* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<ClubMember*>, ClubMember*>(std::move_iterator<ClubMember*>, std::move_iterator<ClubMember*>, ClubMember*) [90]
[94]     0.0    0.00    0.00       7         std::move_iterator<ClubMember*>::operator*() const [94]
-----------------------------------------------
                0.00    0.00       7/7           ClubMember* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<ClubMember*>, ClubMember*>(std::move_iterator<ClubMember*>, std::move_iterator<ClubMember*>, ClubMember*) [90]
[95]     0.0    0.00    0.00       7         std::move_iterator<ClubMember*>::operator++() [95]
-----------------------------------------------
                0.00    0.00       7/7           ClubMember* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<ClubMember*>, ClubMember*>(std::move_iterator<ClubMember*>, std::move_iterator<ClubMember*>, ClubMember*) [90]
[96]     0.0    0.00    0.00       7         void std::_Construct<ClubMember, ClubMember>(ClubMember*, ClubMember&&) [96]
                0.00    0.00       7/26          ClubMember&& std::forward<ClubMember>(std::remove_reference<ClubMember>::type&) [15]
                0.00    0.00       7/47          operator new(unsigned int, void*) [10]
                0.00    0.00       7/12          ClubMember::ClubMember(ClubMember&&) [50]
-----------------------------------------------
                0.00    0.00       6/6           void std::_Destroy<Task*>(Task*, Task*) [101]
[97]     0.0    0.00    0.00       6         void std::_Destroy_aux<false>::__destroy<Task*>(Task*, Task*) [97]
                0.00    0.00      25/40          Task* std::__addressof<Task>(Task&) [11]
                0.00    0.00      25/25          void std::_Destroy<Task>(Task*) [18]
-----------------------------------------------
                0.00    0.00       6/6           void std::_Destroy<int*>(int*, int*) [103]
[98]     0.0    0.00    0.00       6         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [98]
-----------------------------------------------
                0.00    0.00       1/6           std::_Vector_base<Task, std::allocator<Task> >::~_Vector_base() [190]
                0.00    0.00       5/6           void std::vector<Task, std::allocator<Task> >::_M_realloc_insert<Task>(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >, Task&&) [126]
[99]     0.0    0.00    0.00       6         std::_Vector_base<Task, std::allocator<Task> >::_M_deallocate(Task*, unsigned int) [99]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<Task> >::deallocate(std::allocator<Task>&, Task*, unsigned int) [120]
-----------------------------------------------
                0.00    0.00       1/6           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [194]
                0.00    0.00       5/6           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
[100]    0.0    0.00    0.00       6         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) [100]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned int) [122]
-----------------------------------------------
                0.00    0.00       6/6           void std::_Destroy<Task*, Task>(Task*, Task*, std::allocator<Task>&) [102]
[101]    0.0    0.00    0.00       6         void std::_Destroy<Task*>(Task*, Task*) [101]
                0.00    0.00       6/6           void std::_Destroy_aux<false>::__destroy<Task*>(Task*, Task*) [97]
-----------------------------------------------
                0.00    0.00       1/6           std::vector<Task, std::allocator<Task> >::~vector() [210]
                0.00    0.00       5/6           void std::vector<Task, std::allocator<Task> >::_M_realloc_insert<Task>(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >, Task&&) [126]
[102]    0.0    0.00    0.00       6         void std::_Destroy<Task*, Task>(Task*, Task*, std::allocator<Task>&) [102]
                0.00    0.00       6/6           void std::_Destroy<Task*>(Task*, Task*) [101]
-----------------------------------------------
                0.00    0.00       6/6           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [104]
[103]    0.0    0.00    0.00       6         void std::_Destroy<int*>(int*, int*) [103]
                0.00    0.00       6/6           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [98]
-----------------------------------------------
                0.00    0.00       1/6           std::vector<int, std::allocator<int> >::~vector() [216]
                0.00    0.00       5/6           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
[104]    0.0    0.00    0.00       6         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [104]
                0.00    0.00       6/6           void std::_Destroy<int*>(int*, int*) [103]
-----------------------------------------------
                0.00    0.00       5/5           _fu12___ZSt3cin [300]
[105]    0.0    0.00    0.00       5         ClubMember::ClubMember(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [105]
-----------------------------------------------
                0.00    0.00       5/5           void std::allocator_traits<std::allocator<ClubMember> >::construct<ClubMember, ClubMember>(std::allocator<ClubMember>&, ClubMember*, ClubMember&&) [119]
[106]    0.0    0.00    0.00       5         void __gnu_cxx::new_allocator<ClubMember>::construct<ClubMember, ClubMember>(ClubMember*, ClubMember&&) [106]
                0.00    0.00       5/26          ClubMember&& std::forward<ClubMember>(std::remove_reference<ClubMember>::type&) [15]
                0.00    0.00       5/47          operator new(unsigned int, void*) [10]
                0.00    0.00       5/12          ClubMember::ClubMember(ClubMember&&) [50]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<Task> >::deallocate(std::allocator<Task>&, Task*, unsigned int) [120]
[107]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<Task>::deallocate(Task*, unsigned int) [107]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<Task> >::allocate(std::allocator<Task>&, unsigned int) [121]
[108]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<Task>::allocate(unsigned int, void const*) [108]
                0.00    0.00       5/15          __gnu_cxx::new_allocator<Task>::max_size() const [41]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned int) [122]
[109]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned int) [109]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned int) [123]
[110]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*) [110]
                0.00    0.00       5/15          __gnu_cxx::new_allocator<int>::max_size() const [42]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<Task, std::allocator<Task> >::_M_realloc_insert<Task>(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >, Task&&) [126]
[111]    0.0    0.00    0.00       5         __gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >::difference_type __gnu_cxx::operator-<Task*, std::vector<Task, std::allocator<Task> > >(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > > const&, __gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > > const&) [111]
                0.00    0.00      10/20          __gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >::base() const [23]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
[112]    0.0    0.00    0.00       5         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [112]
                0.00    0.00      10/20          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [24]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<Task, std::allocator<Task> >::_M_realloc_insert<Task>(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >, Task&&) [126]
[113]    0.0    0.00    0.00       5         std::vector<Task, std::allocator<Task> >::_M_check_len(unsigned int, char const*) const [113]
                0.00    0.00      20/21          std::vector<Task, std::allocator<Task> >::size() const [22]
                0.00    0.00      10/10          std::vector<Task, std::allocator<Task> >::max_size() const [61]
                0.00    0.00       5/14          unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [48]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
[114]    0.0    0.00    0.00       5         std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const [114]
                0.00    0.00      20/20          std::vector<int, std::allocator<int> >::size() const [26]
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::max_size() const [62]
                0.00    0.00       5/14          unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [48]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<ClubMember*>(ClubMember*, ClubMember*) [134]
[115]    0.0    0.00    0.00       5         void std::_Destroy_aux<false>::__destroy<ClubMember*>(ClubMember*, ClubMember*) [115]
                0.00    0.00      12/19          ClubMember* std::__addressof<ClubMember>(ClubMember&) [33]
                0.00    0.00      12/12          void std::_Destroy<ClubMember>(ClubMember*) [52]
-----------------------------------------------
                0.00    0.00       1/5           std::_Vector_base<ClubMember, std::allocator<ClubMember> >::~_Vector_base() [186]
                0.00    0.00       4/5           void std::vector<ClubMember, std::allocator<ClubMember> >::_M_realloc_insert<ClubMember>(__gnu_cxx::__normal_iterator<ClubMember*, std::vector<ClubMember, std::allocator<ClubMember> > >, ClubMember&&) [143]
[116]    0.0    0.00    0.00       5         std::_Vector_base<ClubMember, std::allocator<ClubMember> >::_M_deallocate(ClubMember*, unsigned int) [116]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<ClubMember> >::deallocate(std::allocator<ClubMember>&, ClubMember*, unsigned int) [141]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<Task, std::allocator<Task> >::_M_realloc_insert<Task>(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >, Task&&) [126]
[117]    0.0    0.00    0.00       5         std::_Vector_base<Task, std::allocator<Task> >::_M_allocate(unsigned int) [117]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<Task> >::allocate(std::allocator<Task>&, unsigned int) [121]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
[118]    0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned int) [118]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned int) [123]
-----------------------------------------------
                0.00    0.00       1/5           void std::vector<ClubMember, std::allocator<ClubMember> >::emplace_back<ClubMember>(ClubMember&&) [124]
                0.00    0.00       4/5           void std::vector<ClubMember, std::allocator<ClubMember> >::_M_realloc_insert<ClubMember>(__gnu_cxx::__normal_iterator<ClubMember*, std::vector<ClubMember, std::allocator<ClubMember> > >, ClubMember&&) [143]
[119]    0.0    0.00    0.00       5         void std::allocator_traits<std::allocator<ClubMember> >::construct<ClubMember, ClubMember>(std::allocator<ClubMember>&, ClubMember*, ClubMember&&) [119]
                0.00    0.00       5/26          ClubMember&& std::forward<ClubMember>(std::remove_reference<ClubMember>::type&) [15]
                0.00    0.00       5/5           void __gnu_cxx::new_allocator<ClubMember>::construct<ClubMember, ClubMember>(ClubMember*, ClubMember&&) [106]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<Task, std::allocator<Task> >::_M_deallocate(Task*, unsigned int) [99]
[120]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<Task> >::deallocate(std::allocator<Task>&, Task*, unsigned int) [120]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<Task>::deallocate(Task*, unsigned int) [107]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<Task, std::allocator<Task> >::_M_allocate(unsigned int) [117]
[121]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<Task> >::allocate(std::allocator<Task>&, unsigned int) [121]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<Task>::allocate(unsigned int, void const*) [108]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) [100]
[122]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned int) [122]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned int) [109]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned int) [118]
[123]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned int) [123]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*) [110]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<ClubMember, std::allocator<ClubMember> >::push_back(ClubMember&&) [125]
[124]    0.0    0.00    0.00       5         void std::vector<ClubMember, std::allocator<ClubMember> >::emplace_back<ClubMember>(ClubMember&&) [124]
                0.00    0.00       5/26          ClubMember&& std::forward<ClubMember>(std::remove_reference<ClubMember>::type&) [15]
                0.00    0.00       4/4           std::vector<ClubMember, std::allocator<ClubMember> >::end() [144]
                0.00    0.00       4/4           void std::vector<ClubMember, std::allocator<ClubMember> >::_M_realloc_insert<ClubMember>(__gnu_cxx::__normal_iterator<ClubMember*, std::vector<ClubMember, std::allocator<ClubMember> > >, ClubMember&&) [143]
                0.00    0.00       1/5           void std::allocator_traits<std::allocator<ClubMember> >::construct<ClubMember, ClubMember>(std::allocator<ClubMember>&, ClubMember*, ClubMember&&) [119]
-----------------------------------------------
                0.00    0.00       5/5           _fu12___ZSt3cin [300]
[125]    0.0    0.00    0.00       5         std::vector<ClubMember, std::allocator<ClubMember> >::push_back(ClubMember&&) [125]
                0.00    0.00       5/5           std::remove_reference<ClubMember&>::type&& std::move<ClubMember&>(ClubMember&) [132]
                0.00    0.00       5/5           void std::vector<ClubMember, std::allocator<ClubMember> >::emplace_back<ClubMember>(ClubMember&&) [124]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<Task, std::allocator<Task> >::emplace_back<Task>(Task&&) [71]
[126]    0.0    0.00    0.00       5         void std::vector<Task, std::allocator<Task> >::_M_realloc_insert<Task>(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >, Task&&) [126]
                0.00    0.00      15/16          std::_Vector_base<Task, std::allocator<Task> >::_M_get_Tp_allocator() [37]
                0.00    0.00      10/20          __gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >::base() const [23]
                0.00    0.00      10/10          Task* std::__uninitialized_move_if_noexcept_a<Task*, Task*, std::allocator<Task> >(Task*, Task*, Task*, std::allocator<Task>&) [80]
                0.00    0.00       5/5           std::vector<Task, std::allocator<Task> >::_M_check_len(unsigned int, char const*) const [113]
                0.00    0.00       5/5           std::vector<Task, std::allocator<Task> >::begin() [128]
                0.00    0.00       5/5           __gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >::difference_type __gnu_cxx::operator-<Task*, std::vector<Task, std::allocator<Task> > >(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > > const&, __gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > > const&) [111]
                0.00    0.00       5/5           std::_Vector_base<Task, std::allocator<Task> >::_M_allocate(unsigned int) [117]
                0.00    0.00       5/50          Task&& std::forward<Task>(std::remove_reference<Task>::type&) [9]
                0.00    0.00       5/10          void std::allocator_traits<std::allocator<Task> >::construct<Task, Task>(std::allocator<Task>&, Task*, Task&&) [66]
                0.00    0.00       5/6           void std::_Destroy<Task*, Task>(Task*, Task*, std::allocator<Task>&) [102]
                0.00    0.00       5/6           std::_Vector_base<Task, std::allocator<Task> >::_M_deallocate(Task*, unsigned int) [99]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<Task, std::allocator<Task> >::emplace_back<Task>(Task&&) [71]
[127]    0.0    0.00    0.00       5         std::vector<Task, std::allocator<Task> >::end() [127]
                0.00    0.00       5/10          __gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >::__normal_iterator(Task* const&) [57]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<Task, std::allocator<Task> >::_M_realloc_insert<Task>(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >, Task&&) [126]
[128]    0.0    0.00    0.00       5         std::vector<Task, std::allocator<Task> >::begin() [128]
                0.00    0.00       5/10          __gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >::__normal_iterator(Task* const&) [57]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::push_back(int const&) [73]
[129]    0.0    0.00    0.00       5         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
                0.00    0.00      15/16          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [38]
                0.00    0.00      10/20          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [24]
                0.00    0.00      10/10          int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [81]
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const [114]
